login_id,user_id,device_id,ip_address,geo_lat,geo_long,country,city,login_time,success
21,6890,NULL,65.243.124.92,-67.713118,-160.341896,UK,Manchester,2025-08-07 11:21:38.420,1
22,5065,NULL,64.207.169.132,19.998897,-61.709228,Germany,Hamburg,2026-01-28 05:32:38.423,1
23,3655,NULL,167.69.166.190,-80.643863,-176.278833,Shqipëri,Tirane,2025-08-17 11:48:38.430,1
24,1975,4104,153.39.117.208,-11.241086,168.434540,Germany,Hamburg,2024-08-15 19:32:38.433,1
25,781,1283,157.36.16.9,62.501211,127.776829,Germany,Berlin,2024-02-11 16:58:38.437,1
26,6872,2583,121.153.51.93,-27.736357,125.791352,Kosove,Gjakove,2024-11-20 23:35:38.440,1
27,1979,2583,45.238.162.51,42.983937,68.127770,Kosove,Prishtine,2026-01-01 08:00:38.447,1
28,8361,2583,110.191.55.166,3.356340,-129.396848,Shqipëri,Durres,2025-11-16 10:05:38.450,1
29,6396,2381,50.202.238.227,-52.239934,-170.298566,Shqipëri,Durres,2025-09-08 11:47:38.453,1
30,4951,NULL,112.195.233.182,-39.428950,-109.035189,USA,Los Angeles,2026-01-20 17:28:38.460,1
31,529,3616,161.169.99.73,-1.147199,28.540793,USA,Los Angeles,2025-10-10 15:22:38.463,1
32,3694,3616,104.195.92.175,9.637581,-104.660038,UK,London,2025-10-11 17:55:38.467,0
33,956,3616,152.32.165.102,26.592827,112.656987,USA,Los Angeles,2026-01-20 00:01:38.470,1
34,9246,2572,46.76.247.137,-28.418075,53.559140,UK,Liverpool,2024-11-14 10:48:38.473,1
35,3761,2749,151.129.211.171,-6.132303,47.863675,Germany,Hamburg,2024-04-22 17:44:38.477,1
36,53,NULL,43.6.97.112,-7.179998,-143.290458,Shqipëri,Vlore,2024-02-20 05:19:38.480,1
37,2480,NULL,224.249.57.112,-39.453127,159.671058,Shqipëri,Durres,2025-02-20 18:22:38.483,1
38,635,2942,206.89.235.120,24.786735,-16.962573,Germany,Berlin,2026-01-05 12:48:38.487,1
39,8015,2942,87.209.134.128,8.427005,11.726827,UK,Manchester,2025-02-05 08:16:38.490,0
40,4375,NULL,35.88.251.159,45.922547,119.889637,Germany,Hamburg,2024-05-25 22:47:38.493,1
41,3771,NULL,154.38.217.163,49.289794,-57.244495,UK,London,2024-05-06 02:02:38.497,1
42,3705,NULL,161.114.85.94,76.817091,-80.631230,Kosove,Gjakove,2024-08-03 20:59:38.500,0
43,8701,1778,191.137.238.63,-38.113216,63.383103,Shqipëri,Durres,2025-05-27 18:30:38.507,1
44,3584,1778,72.143.207.253,24.859312,63.270744,Germany,Munich,2024-06-17 06:28:38.510,1
45,2023,4800,184.65.182.178,-31.602395,-29.949666,Shqipëri,Durres,2025-03-19 14:30:38.510,1
46,8750,NULL,202.20.36.163,-3.615910,125.689233,USA,New York,2024-04-26 14:39:38.517,1
47,1749,NULL,147.165.20.169,56.274030,91.684190,Shqipëri,Vlore,2025-12-28 04:09:38.520,0
48,5676,4127,22.253.118.191,-89.099566,175.291386,USA,Chicago,2024-08-18 03:40:38.520,1
49,5062,2675,99.125.80.122,-30.478304,-122.118299,Shqipëri,Tirane,2024-11-19 17:34:38.523,1
50,757,NULL,178.125.196.54,-60.005121,-126.724889,USA,Los Angeles,2024-11-03 11:29:38.530,1
51,7192,NULL,112.91.116.108,88.110452,-72.390787,USA,Los Angeles,2025-01-21 07:01:38.533,1
52,3903,NULL,230.186.54.193,34.894016,-166.816013,Germany,Hamburg,2025-08-27 13:25:38.537,1
53,6801,4765,212.181.91.151,56.446784,-64.826525,USA,Chicago,2025-02-24 22:26:38.540,1
54,8513,4765,252.251.66.15,-53.934327,56.606127,UK,Liverpool,2025-12-26 02:30:38.540,1
55,1652,2006,148.201.184.102,-73.591938,178.045220,Germany,Berlin,2024-07-06 13:18:38.547,1
56,7712,NULL,110.100.70.120,77.679289,149.846493,Kosove,Prishtine,2024-12-16 03:44:38.550,1
57,797,895,158.70.224.224,88.371624,-114.201411,Kosove,Gjakove,2025-10-27 09:51:38.550,1
58,4650,895,143.252.128.28,69.402661,-71.426569,Shqipëri,Durres,2026-01-15 11:46:38.557,1
59,9335,NULL,169.126.145.74,56.253452,22.249598,Kosove,Prishtine,2025-05-20 09:24:38.560,1
60,944,3465,99.23.36.80,42.994867,-141.414450,Shqipëri,Tirane,2025-05-25 01:44:38.567,1
61,8458,4823,131.93.81.224,-2.509686,104.700206,Kosove,Prishtine,2025-12-19 22:21:38.570,1
62,3741,814,79.126.128.152,-11.109076,-53.113721,Kosove,Peje,2025-09-08 00:10:38.573,0
63,208,814,167.90.155.30,36.073795,158.404527,Germany,Hamburg,2025-09-30 12:42:38.577,1
64,5206,2850,202.226.63.224,43.373105,-47.677112,UK,Liverpool,2025-11-26 00:37:38.580,1
65,9927,2850,187.236.58.223,39.968027,177.382824,Kosove,Prishtine,2025-04-18 01:06:38.583,0
66,8780,NULL,101.50.31.194,-15.109441,61.827756,Shqipëri,Tirane,2024-11-20 00:11:38.587,1
67,4153,2061,106.245.106.15,17.870862,-59.881961,Shqipëri,Durres,2025-07-17 13:40:38.590,1
68,5870,4553,28.91.231.133,75.993242,128.487062,USA,Chicago,2025-09-17 20:50:38.593,1
69,8709,1132,91.100.249.5,-72.877646,121.416115,Kosove,Prishtine,2024-11-25 03:30:38.597,1
70,7905,NULL,202.160.1.218,-48.856955,-37.634224,Kosove,Gjakove,2025-11-27 13:04:38.600,1
71,1474,1119,10.169.159.208,-8.891465,-91.523784,Germany,Hamburg,2024-02-16 07:29:38.603,1
72,323,1119,174.197.129.239,-13.241551,-153.637935,Kosove,Prishtine,2024-08-25 07:25:38.610,0
73,5928,NULL,99.89.162.109,-15.565374,-162.850934,Shqipëri,Tirane,2025-11-06 03:11:38.613,1
74,6358,1518,89.173.105.250,-86.294070,117.472022,Shqipëri,Tirane,2025-05-10 19:30:38.617,1
75,8222,1518,254.4.85.89,61.731876,-61.442568,Germany,Hamburg,2025-01-22 19:51:38.620,1
76,737,4159,171.244.125.172,16.769623,-106.993169,Kosove,Peje,2025-09-04 03:59:38.623,1
77,9623,NULL,209.199.69.114,9.095801,-39.398143,Kosove,Gjakove,2024-09-14 19:12:38.627,0
78,6534,4934,167.141.136.178,43.506859,-52.845301,USA,Chicago,2025-01-10 03:23:38.630,1
79,6828,4934,238.49.158.197,55.028504,-136.278994,Kosove,Peje,2024-07-29 10:16:38.633,1
80,9791,4657,124.209.244.240,-26.638487,133.896861,USA,Los Angeles,2024-05-24 12:56:38.633,1
81,7247,4657,24.81.131.242,66.062797,-123.518277,Kosove,Gjakove,2025-02-24 05:05:38.640,1
82,4795,132,61.185.3.218,49.105359,22.464219,USA,Chicago,2025-07-11 13:43:38.643,1
83,6065,NULL,45.35.158.150,68.577595,-121.492102,Shqipëri,Vlore,2025-04-09 11:24:38.647,0
84,7177,NULL,184.235.19.217,2.295215,107.689012,Shqipëri,Tirane,2024-03-25 12:21:38.650,1
85,6538,NULL,118.93.4.216,-10.456022,75.048160,Kosove,Gjakove,2025-08-13 13:56:38.653,1
86,328,NULL,6.243.83.195,-25.964141,76.424928,Germany,Berlin,2024-02-25 06:05:38.657,1
87,8845,NULL,79.28.84.59,-11.309331,102.410882,UK,Liverpool,2024-04-05 10:33:38.660,1
88,2132,NULL,122.38.139.62,56.252697,-155.390806,Kosove,Prishtine,2024-12-13 15:36:38.667,0
89,3558,4243,180.71.134.107,-61.561689,-161.600385,Shqipëri,Vlore,2024-12-17 21:57:38.670,1
90,4298,1569,31.204.52.246,-23.820422,173.859922,Germany,Berlin,2025-08-16 04:47:38.673,1
91,8957,3153,12.10.196.104,40.000902,-72.159994,USA,Chicago,2026-01-24 01:43:38.677,0
92,1544,451,245.118.16.78,-14.008211,-69.549993,Shqipëri,Vlore,2025-01-31 05:55:38.680,1
93,1569,3914,245.153.77.231,48.610207,161.207408,USA,Los Angeles,2025-01-24 08:53:38.680,1
94,9085,3763,45.81.110.14,33.200423,1.276821,UK,London,2025-04-26 20:45:38.687,1
95,6572,3682,174.162.125.127,66.493811,96.253718,Shqipëri,Vlore,2025-05-10 15:45:38.690,1
96,7753,3682,1.176.38.239,26.265445,117.989589,USA,Chicago,2024-11-09 04:46:38.693,1
97,4676,3682,34.193.191.248,40.488392,-10.210276,UK,Manchester,2024-02-16 20:44:38.697,1
98,7561,1331,216.72.197.154,-41.369997,-82.141873,Kosove,Gjakove,2024-10-11 15:54:38.700,1
99,2985,1331,81.4.140.251,67.721863,-128.217019,USA,Chicago,2025-04-09 09:16:38.707,1
100,5320,1331,181.97.20.38,-24.575616,-115.352986,Germany,Berlin,2025-05-28 05:03:38.710,1
101,5749,996,169.2.222.87,3.240018,141.679028,UK,London,2025-10-01 16:34:38.717,0
102,5110,NULL,205.133.138.243,-53.834165,-101.753455,UK,Liverpool,2024-11-16 18:27:38.723,1
103,5541,NULL,98.192.12.26,24.304466,50.220076,Germany,Hamburg,2025-07-28 17:13:38.730,0
104,3597,NULL,201.62.124.246,-37.853865,-166.306265,Kosove,Gjakove,2025-04-09 05:40:38.733,1
105,4075,4217,90.89.3.214,-29.684189,-116.166523,Shqipëri,Vlore,2025-01-21 19:09:38.740,1
106,7462,1584,253.189.242.100,37.643447,-55.296755,Germany,Berlin,2025-05-10 07:13:38.743,0
107,9780,1584,39.210.221.227,45.651828,38.664870,UK,Liverpool,2025-07-30 01:50:38.750,1
108,1872,1584,249.140.180.100,-28.849804,-54.279595,UK,Liverpool,2025-08-10 14:27:38.753,1
109,3499,1018,109.188.238.22,22.249396,-17.875095,Kosove,Gjakove,2025-07-29 04:14:38.760,1
110,8634,1018,168.150.143.17,-13.494366,-127.531953,Shqipëri,Durres,2024-10-11 23:46:38.763,1
111,7224,1935,29.229.4.64,-61.714788,28.217939,UK,Manchester,2026-01-23 13:42:38.770,1
112,9417,1935,148.171.169.190,-75.463493,53.364546,Kosove,Prishtine,2024-12-01 15:29:38.773,1
113,6711,1935,62.189.15.202,-39.022539,164.733268,Shqipëri,Tirane,2024-11-04 20:43:38.780,0
114,5780,4611,34.67.228.161,-78.756345,-80.000146,Shqipëri,Tirane,2025-10-29 23:18:38.783,1
115,8790,2217,45.91.178.14,26.982001,-56.156110,UK,London,2024-07-16 21:13:38.787,0
116,648,2217,148.61.64.119,13.820653,89.286693,Germany,Berlin,2025-04-11 04:01:38.793,1
117,5700,NULL,51.24.22.91,81.376476,156.228136,Kosove,Gjakove,2024-06-01 05:35:38.797,1
118,4850,NULL,120.18.26.214,-80.651024,-102.247995,UK,Liverpool,2025-07-12 04:25:38.800,1
119,4139,NULL,184.53.128.201,35.509943,9.693097,USA,New York,2025-04-27 03:11:38.807,1
120,4868,NULL,244.98.103.38,-38.369265,145.846577,USA,Los Angeles,2024-05-30 01:17:38.810,1
121,6068,NULL,82.142.79.42,52.079555,93.109865,Germany,Hamburg,2026-02-04 01:02:38.817,1
122,6213,NULL,167.61.198.66,-7.435929,-57.266141,USA,New York,2025-09-18 05:43:38.820,1
123,7104,4544,40.105.111.46,-77.662279,107.306602,Shqipëri,Tirane,2025-03-16 04:19:38.823,1
124,1311,NULL,62.163.147.83,-25.380295,144.913303,Germany,Berlin,2024-07-17 22:18:38.827,1
125,216,NULL,194.147.30.22,-49.836798,-55.636885,Kosove,Prishtine,2024-03-29 12:00:38.830,1
126,4865,4188,205.179.94.193,46.907895,-133.742364,Germany,Berlin,2025-11-19 17:22:38.837,1
127,5924,4188,65.164.162.188,71.717257,73.594866,UK,Manchester,2025-06-02 02:53:38.840,1
128,5817,4188,139.111.18.155,-58.414084,-37.204890,UK,Manchester,2026-01-18 13:19:38.847,1
129,4140,4188,67.249.222.76,43.433817,-14.274850,Kosove,Prishtine,2025-05-27 02:01:38.850,1
130,1979,4188,229.229.156.186,-41.101741,-83.861178,USA,Los Angeles,2025-11-13 23:59:38.853,1
131,3229,3699,244.56.231.37,-70.333838,114.007308,UK,Manchester,2025-07-04 05:10:38.860,1
132,5902,2573,30.237.214.136,16.577444,-100.913079,Kosove,Peje,2024-12-24 07:53:38.863,1
133,1255,381,175.82.222.169,-65.068558,-98.849196,Kosove,Gjakove,2025-07-21 03:48:38.867,1
134,442,381,153.31.182.141,17.584610,-65.599481,USA,Los Angeles,2025-06-07 00:14:38.873,1
135,7266,581,184.92.153.60,54.224717,-19.935164,Kosove,Peje,2024-06-10 10:12:38.877,0
136,3297,581,233.240.172.211,71.815926,55.307533,Shqipëri,Durres,2025-05-04 14:06:38.880,1
137,6438,581,246.246.136.200,32.741881,-117.462690,Shqipëri,Durres,2024-09-01 16:47:38.887,1
138,31,4980,254.94.208.94,29.245749,-152.517596,Germany,Munich,2025-09-19 01:51:38.890,1
139,2885,NULL,84.124.64.30,-56.186911,24.553416,UK,Manchester,2024-06-29 01:37:38.897,1
140,3700,NULL,36.204.179.22,42.307999,-66.556881,USA,Chicago,2024-11-29 00:42:38.900,1
141,8458,4823,15.243.205.223,57.611066,-92.946660,Shqipëri,Vlore,2024-10-08 19:41:38.907,1
142,2779,NULL,160.156.156.59,54.081320,-5.452844,USA,Chicago,2025-02-27 16:37:38.910,1
143,8309,4175,254.220.9.3,1.054883,172.272423,UK,Manchester,2024-07-17 00:31:38.913,1
144,7067,4175,45.62.120.171,-15.230421,36.039524,Kosove,Prishtine,2025-04-24 05:47:38.920,1
145,2060,4175,177.10.166.38,29.250482,147.697937,Shqipëri,Tirane,2025-02-10 06:17:38.923,1
146,8131,4175,56.47.102.17,-69.844612,42.001349,Shqipëri,Vlore,2024-09-09 00:39:38.930,1
147,960,NULL,184.51.13.197,-72.498431,130.876177,Shqipëri,Tirane,2024-12-28 05:49:38.937,0
148,6559,NULL,222.210.47.166,73.839822,143.730512,Shqipëri,Tirane,2025-08-27 18:57:38.940,1
149,8274,NULL,55.210.213.172,88.164467,156.050070,Shqipëri,Tirane,2025-06-19 00:39:38.947,0
150,7561,1331,111.88.87.117,-12.945536,-5.082862,Kosove,Peje,2025-08-29 06:19:38.950,1
151,1269,2650,168.252.154.176,-84.914625,1.248164,UK,Manchester,2025-03-10 19:28:38.957,1
152,9969,4434,171.116.16.94,71.159166,76.714549,Germany,Berlin,2025-02-01 19:08:38.960,1
153,3966,999,107.80.146.109,-5.931043,138.949107,Kosove,Prishtine,2025-07-07 20:44:38.960,0
154,6745,2839,147.46.29.135,-18.186635,137.788054,Germany,Munich,2024-02-28 20:19:38.963,1
155,7849,2892,148.247.79.132,81.656303,-32.229098,USA,Los Angeles,2026-01-04 07:12:38.967,1
156,7483,2892,0.178.152.118,-38.849901,49.439271,USA,New York,2025-09-14 12:11:38.970,1
157,4129,2892,7.57.189.170,67.837835,158.497745,USA,New York,2025-03-28 04:49:38.977,1
158,2219,2892,65.89.116.159,87.381716,-38.056116,Germany,Munich,2025-08-19 23:52:38.980,1
159,7448,2892,154.157.129.233,-9.210268,-67.210012,UK,Liverpool,2025-04-04 23:55:38.983,1
160,4365,NULL,71.125.137.177,-58.388093,-93.024674,Germany,Hamburg,2024-02-15 07:17:38.990,1
161,5283,NULL,103.174.86.216,-39.525293,117.928546,Germany,Berlin,2024-05-26 03:47:38.993,1
162,3365,NULL,153.149.108.10,-88.269860,98.198463,Kosove,Peje,2025-03-01 18:04:38.997,1
163,8439,NULL,227.118.154.208,-60.761328,-140.342602,UK,London,2024-03-13 17:03:39.003,1
164,6622,NULL,245.223.198.224,12.218604,4.981834,Germany,Berlin,2024-07-13 06:05:39.010,1
165,8778,2397,150.182.90.55,-16.135975,110.267290,Kosove,Peje,2025-05-25 09:59:39.010,1
166,114,2397,190.172.85.119,-45.990880,105.018817,Shqipëri,Durres,2025-10-11 18:12:39.017,1
167,6937,NULL,107.176.221.10,-71.080118,-145.036264,Germany,Hamburg,2025-04-14 19:27:39.020,1
168,9469,NULL,28.7.27.214,-50.157982,125.943337,Germany,Munich,2024-12-01 19:38:39.023,1
169,9635,228,149.154.209.45,-69.368583,89.468172,UK,London,2025-02-01 12:46:39.027,1
170,9764,693,58.107.239.88,-0.440089,-153.101046,UK,Manchester,2025-04-23 07:45:39.033,1
171,2718,NULL,93.251.58.219,73.890747,89.895495,USA,Los Angeles,2025-03-03 06:36:39.037,1
172,8068,NULL,226.111.11.185,32.914882,-100.502693,Shqipëri,Durres,2025-12-19 23:13:39.040,1
173,6167,NULL,230.64.72.23,-62.144077,-158.235517,Kosove,Gjakove,2024-09-26 11:36:39.047,1
174,65,1931,28.76.73.132,-89.690441,-25.381540,Kosove,Prishtine,2024-10-15 19:30:39.050,1
175,2071,1931,198.132.84.234,-28.591751,173.992345,Germany,Munich,2025-12-21 02:19:39.053,1
176,5039,130,39.145.137.66,-40.215432,-105.197797,Shqipëri,Tirane,2025-01-31 19:41:39.057,1
177,544,130,17.81.137.118,24.491024,-23.634831,UK,Manchester,2025-04-29 23:03:39.060,1
178,4671,572,209.31.135.237,-61.078875,77.244351,USA,Los Angeles,2025-06-07 00:34:39.063,1
179,9552,861,106.180.66.185,-54.485439,11.554936,Kosove,Prishtine,2025-08-25 17:14:39.067,1
180,5962,2515,7.202.157.139,-29.857435,3.300705,Germany,Munich,2025-09-08 22:33:39.070,1
181,5703,2515,166.84.198.153,7.798866,-144.907958,Kosove,Prishtine,2025-05-04 11:51:39.073,1
182,8864,1244,238.9.98.149,54.790141,-38.509154,Germany,Hamburg,2025-08-26 18:12:39.077,1
183,3869,4863,51.112.156.60,60.105757,41.734899,Germany,Berlin,2024-10-11 18:01:39.080,1
184,8062,1833,193.52.143.188,-43.238294,139.223266,Kosove,Prishtine,2024-08-09 18:33:39.080,0
185,7331,3169,32.232.79.29,-59.002862,133.981539,Germany,Berlin,2024-02-11 10:40:39.087,1
186,8825,3169,124.108.11.120,-86.391615,35.287697,Germany,Munich,2024-07-25 23:39:39.090,1
187,6292,NULL,25.47.2.10,-69.200214,154.503256,Shqipëri,Durres,2025-03-17 22:18:39.097,0
188,3410,NULL,162.199.47.195,65.404812,-149.359956,Shqipëri,Tirane,2025-04-24 12:59:39.100,1
189,9425,2723,126.229.254.47,7.224932,-51.682998,Shqipëri,Durres,2024-08-19 05:20:39.103,1
190,9193,2723,60.233.93.211,8.278582,82.435164,Shqipëri,Vlore,2024-04-19 11:12:39.107,1
191,2148,NULL,153.142.22.178,-31.858812,-132.683451,UK,London,2025-05-26 03:15:39.113,1
192,686,NULL,32.194.142.136,-80.486187,42.769388,UK,Liverpool,2025-11-18 12:50:39.117,1
193,4524,3192,150.145.218.102,-63.375738,42.330159,Shqipëri,Vlore,2024-05-05 22:58:39.123,1
194,1326,3192,200.119.58.29,36.362187,-166.682157,Germany,Berlin,2025-04-21 09:23:39.130,1
195,2543,NULL,181.111.132.198,-67.026615,-36.088231,UK,London,2025-09-21 14:49:39.133,1
196,3961,NULL,213.215.75.75,-63.882022,150.817506,Kosove,Peje,2024-02-09 23:20:39.140,1
197,2752,NULL,102.177.218.185,-50.190946,-143.306163,UK,London,2025-09-21 12:35:39.143,1
198,5851,4805,135.181.187.4,-53.760254,-135.298032,Kosove,Gjakove,2024-05-11 14:12:39.147,0
199,3936,1401,150.62.204.106,77.203866,-178.171853,Shqipëri,Durres,2025-06-06 03:21:39.150,1
200,2822,NULL,5.231.65.20,-25.043417,11.958561,Shqipëri,Vlore,2024-12-17 12:25:39.153,1
201,9628,3537,243.98.152.155,12.153680,105.347689,UK,Liverpool,2025-09-25 22:21:39.160,1
202,5323,2398,233.76.157.211,-29.440047,-33.709992,Kosove,Peje,2024-10-12 13:12:39.163,1
203,5977,2398,31.213.29.82,-9.573929,-141.181495,Shqipëri,Durres,2025-05-10 16:58:39.167,1
204,7684,717,42.218.217.244,53.598906,63.456097,Germany,Berlin,2024-05-01 08:18:39.170,1
205,8995,2183,160.238.39.215,5.497508,85.194865,Shqipëri,Tirane,2024-09-01 19:05:39.173,1
206,8015,NULL,83.218.19.79,-69.450540,-55.931758,Shqipëri,Durres,2025-03-21 13:44:39.180,1
207,9437,NULL,51.31.8.217,-20.555867,8.236911,UK,Liverpool,2025-08-07 16:53:39.183,1
208,1642,NULL,121.106.174.8,52.078917,111.636193,USA,Los Angeles,2025-11-15 09:59:39.187,0
209,4525,1701,95.216.177.140,18.471758,173.354744,UK,London,2026-01-15 20:10:39.190,1
210,6676,1701,143.134.69.161,-66.173037,-119.220787,UK,London,2025-09-20 13:49:39.193,1
211,2776,4379,235.41.139.251,-47.162256,116.692911,Germany,Berlin,2025-05-26 07:13:39.200,1
212,6722,NULL,94.230.177.182,66.035826,146.306739,USA,Chicago,2024-09-12 10:56:39.200,1
213,390,NULL,237.22.155.246,-16.022109,-2.389267,Kosove,Peje,2024-11-19 10:44:39.207,0
214,1768,NULL,153.173.252.151,-25.463273,152.159209,Kosove,Prishtine,2024-08-11 17:59:39.210,1
215,2441,4884,81.227.72.4,-44.076249,-176.610403,Germany,Berlin,2025-08-07 04:09:39.213,1
216,613,3724,195.44.27.63,-78.283640,169.763076,Germany,Berlin,2026-02-05 19:31:39.217,1
217,8290,143,247.229.215.13,-61.731686,70.966710,Kosove,Peje,2025-05-19 12:03:39.217,1
218,3446,143,214.195.95.95,20.115549,91.682203,USA,Los Angeles,2024-05-13 19:27:39.223,1
219,7267,NULL,167.9.86.226,-39.187011,-153.987694,Germany,Munich,2025-02-27 21:43:39.227,0
220,6811,NULL,244.117.217.73,55.111766,-6.647349,UK,London,2025-09-20 01:52:39.230,1
221,5291,NULL,106.203.201.134,89.882948,147.708835,Germany,Berlin,2025-08-18 14:55:39.240,1
222,719,NULL,147.158.181.157,80.338785,-103.474241,Shqipëri,Tirane,2025-08-25 09:06:39.243,0
223,1398,NULL,151.188.63.221,-43.238752,-5.451077,UK,Manchester,2024-12-24 18:11:39.250,1
224,3350,3778,5.65.33.15,37.924692,77.360700,Shqipëri,Durres,2025-01-08 23:47:39.250,1
225,2271,NULL,165.201.252.104,78.740281,132.248151,Kosove,Gjakove,2025-06-16 11:55:39.257,1
226,8832,NULL,158.83.154.106,65.891422,128.704413,Germany,Berlin,2024-09-26 17:18:39.260,1
227,6155,NULL,173.182.192.54,-7.856282,-104.687646,UK,London,2025-09-17 05:57:39.263,1
228,4178,3070,112.242.137.203,-26.745028,-177.891594,Kosove,Peje,2025-07-31 20:10:39.270,1
229,449,3070,86.38.33.166,68.714972,66.389116,USA,Los Angeles,2024-08-01 08:41:39.273,1
230,397,3070,148.195.11.116,3.554236,39.669778,Shqipëri,Durres,2026-01-24 03:18:39.280,1
231,9963,784,45.127.110.124,77.238447,63.980637,USA,Los Angeles,2025-08-11 18:23:39.280,0
232,3034,237,105.93.144.116,-67.141517,97.440223,Shqipëri,Vlore,2024-08-20 16:05:39.283,1
233,1397,3473,144.192.171.20,-50.654441,38.783046,UK,Manchester,2024-10-30 01:55:39.287,1
234,5614,NULL,64.12.136.89,35.804100,-12.121468,Kosove,Gjakove,2024-09-05 18:09:39.290,1
235,2977,NULL,113.23.30.57,-75.405731,-130.119037,USA,Los Angeles,2025-07-29 00:09:39.297,0
236,1681,1480,253.200.178.230,-72.852961,47.189651,Shqipëri,Vlore,2024-04-27 22:52:39.300,1
237,9246,2572,57.130.145.152,71.045422,-8.431975,UK,Manchester,2025-02-19 02:54:39.303,1
238,316,NULL,238.79.173.136,-29.252686,57.496966,Shqipëri,Tirane,2024-12-25 04:13:39.310,1
239,6598,648,49.48.67.235,78.432272,-22.793017,Germany,Hamburg,2024-03-23 05:16:39.310,1
240,1645,648,142.200.183.183,-89.518506,64.454788,UK,Liverpool,2025-01-29 21:35:39.317,1
241,8320,NULL,203.204.72.90,35.044729,-80.748019,Kosove,Gjakove,2025-05-07 17:28:39.320,1
242,4692,NULL,77.67.45.231,-78.421513,33.378224,Germany,Munich,2024-09-24 03:06:39.327,1
243,6540,NULL,114.0.212.107,-47.216860,75.498128,Shqipëri,Tirane,2024-07-09 07:00:39.330,1
244,1837,NULL,150.90.10.105,-43.978688,-159.749036,UK,Liverpool,2024-02-11 05:11:39.333,0
245,362,NULL,100.123.200.218,-61.850866,142.421683,Germany,Hamburg,2025-03-11 14:39:39.340,1
246,330,NULL,106.209.88.227,75.633192,83.699177,Germany,Berlin,2025-05-30 17:06:39.343,1
247,2082,NULL,84.10.227.189,85.705311,29.164230,Germany,Munich,2025-02-14 12:19:39.350,1
248,2215,4704,32.110.111.132,-73.451108,11.850590,Shqipëri,Tirane,2026-01-05 19:22:39.350,1
249,9605,NULL,103.197.149.156,-35.466555,-160.493333,USA,Chicago,2026-01-14 14:38:39.357,1
250,5595,NULL,25.86.232.211,-61.747559,164.554178,USA,New York,2025-08-19 01:30:39.360,1
251,4117,NULL,50.200.48.239,-72.348251,0.370374,Germany,Munich,2024-12-26 07:44:39.363,1
252,7710,2648,76.220.102.221,3.628826,11.522561,UK,Manchester,2025-12-01 19:40:39.370,0
253,9172,3444,64.230.200.75,-46.262009,92.108652,UK,Manchester,2025-10-30 00:03:39.370,1
254,318,4505,66.174.1.213,13.936196,91.925023,USA,Chicago,2024-02-22 17:26:39.377,1
255,5965,1636,55.250.78.86,-40.999863,105.056285,Shqipëri,Durres,2025-06-04 02:08:39.380,1
256,1918,1952,70.149.143.99,-8.297296,109.268795,Germany,Hamburg,2024-04-07 01:24:39.383,0
257,6717,NULL,219.139.54.92,-66.588971,119.831939,USA,Chicago,2024-03-19 12:47:39.387,0
258,764,1894,89.120.59.235,38.948788,69.522315,USA,New York,2024-07-19 01:05:39.390,0
259,5892,1894,40.172.95.112,-60.674191,-57.426508,Kosove,Peje,2024-09-17 09:12:39.397,1
