role_id,role_name
902,Admin_902
903,Supervisor_903
904,Supervisor_904
905,Manager_905
906,Admin_906
907,Analyst_907
908,Operator_908
909,Analyst_909
910,Analyst_910
911,Operator_911
912,Manager_912
913,User_913
914,Admin_914
915,Operator_915
916,Analyst_916
917,Manager_917
918,Operator_918
919,Supervisor_919
920,User_920
921,Supervisor_921
922,Manager_922
923,Analyst_923
924,Manager_924
925,Operator_925
926,Supervisor_926
927,Supervisor_927
928,Admin_928
929,User_929
930,Manager_930
931,User_931
932,Manager_932
933,Analyst_933
934,Operator_934
935,Supervisor_935
936,Analyst_936
937,Supervisor_937
938,Admin_938
939,Operator_939
940,User_940
941,Supervisor_941
942,Supervisor_942
943,Admin_943
944,User_944
945,Supervisor_945
946,User_946
947,Analyst_947
948,Admin_948
949,Operator_949
950,Analyst_950
951,Analyst_951
952,Operator_952
953,Analyst_953
954,Manager_954
955,Admin_955
956,Supervisor_956
957,Admin_957
958,User_958
959,Analyst_959
960,Operator_960
961,Analyst_961
962,Analyst_962
963,Admin_963
964,Manager_964
965,Manager_965
966,Admin_966
967,Manager_967
968,Operator_968
969,Operator_969
970,Supervisor_970
971,Operator_971
972,Supervisor_972
973,Admin_973
974,Operator_974
975,Manager_975
976,Admin_976
977,User_977
978,User_978
979,Manager_979
980,Manager_980
981,Manager_981
982,Supervisor_982
983,Admin_983
984,Operator_984
985,Analyst_985
986,Admin_986
987,Supervisor_987
988,Admin_988
989,Operator_989
990,Analyst_990
991,Manager_991
992,Analyst_992
993,Manager_993
994,Analyst_994
995,Supervisor_995
996,Analyst_996
997,Supervisor_997
998,Manager_998
999,Admin_999
1000,Operator_1000
1001,Operator_1001
1002,Operator_1002
1003,Operator_1003
1004,Operator_1004
1005,Manager_1005
1006,User_1006
1007,Manager_1007
1008,Operator_1008
1009,User_1009
1010,User_1010
1011,Admin_1011
1012,Manager_1012
1013,Analyst_1013
1014,Admin_1014
1015,User_1015
1016,Manager_1016
1017,User_1017
1018,Operator_1018
1019,Manager_1019
1020,Admin_1020
1021,Admin_1021
1022,Analyst_1022
1023,Supervisor_1023
1024,User_1024
1025,Supervisor_1025
1026,User_1026
1027,Analyst_1027
1028,User_1028
1029,User_1029
1030,User_1030
1031,Admin_1031
1032,Operator_1032
1033,Supervisor_1033
1034,Analyst_1034
1035,Manager_1035
1036,Supervisor_1036
1037,Supervisor_1037
1038,Manager_1038
1039,Operator_1039
1040,Supervisor_1040
1041,User_1041
1042,Operator_1042
1043,Manager_1043
1044,Admin_1044
1045,Analyst_1045
1046,Manager_1046
1047,Analyst_1047
1048,Admin_1048
1049,Manager_1049
1050,Manager_1050
1051,Operator_1051
1052,Manager_1052
1053,Manager_1053
1054,Supervisor_1054
1055,Admin_1055
1056,Admin_1056
1057,Admin_1057
1058,Operator_1058
1059,Analyst_1059
1060,Analyst_1060
1061,User_1061
1062,Manager_1062
1063,Supervisor_1063
1064,Supervisor_1064
1065,Operator_1065
1066,Manager_1066
1067,Operator_1067
1068,Supervisor_1068
1069,Admin_1069
1070,User_1070
1071,Admin_1071
1072,Analyst_1072
1073,User_1073
1074,Operator_1074
1075,Analyst_1075
1076,User_1076
1077,Supervisor_1077
1078,Supervisor_1078
1079,Supervisor_1079
1080,Operator_1080
1081,Supervisor_1081
1082,Supervisor_1082
1083,Admin_1083
1084,Manager_1084
1085,Admin_1085
1086,User_1086
1087,Analyst_1087
1088,User_1088
1089,Supervisor_1089
1090,Supervisor_1090
1091,Supervisor_1091
1092,Manager_1092
1093,Analyst_1093
1094,Admin_1094
1095,Analyst_1095
1096,User_1096
1097,Supervisor_1097
1098,User_1098
1099,Operator_1099
1100,Manager_1100
1101,Manager_1101
1102,Supervisor_1102
1103,Operator_1103
1104,Operator_1104
1105,Manager_1105
1106,Manager_1106
1107,Admin_1107
1108,Admin_1108
1109,Supervisor_1109
1110,Manager_1110
1111,Admin_1111
1112,Manager_1112
1113,Operator_1113
1114,Analyst_1114
1115,Admin_1115
1116,Operator_1116
1117,User_1117
1118,Operator_1118
1119,Manager_1119
1120,Operator_1120
1121,Manager_1121
1122,User_1122
1123,Manager_1123
1124,Operator_1124
1125,Analyst_1125
1126,Operator_1126
1127,Operator_1127
1128,Analyst_1128
1129,Analyst_1129
1130,Manager_1130
1131,Manager_1131
1132,User_1132
1133,Analyst_1133
1134,Analyst_1134
1135,Manager_1135
1136,User_1136
1137,Supervisor_1137
1138,Manager_1138
1139,User_1139
1140,Manager_1140
1141,Analyst_1141
1142,User_1142
1143,User_1143
1144,Manager_1144
1145,Supervisor_1145
1146,Operator_1146
1147,Analyst_1147
1148,Supervisor_1148
1149,User_1149
1150,Operator_1150
1151,Analyst_1151
1152,Operator_1152
1153,Supervisor_1153
1154,Admin_1154
1155,Operator_1155
1156,Supervisor_1156
1157,Admin_1157
1158,User_1158
1159,Analyst_1159
1160,Manager_1160
1161,Operator_1161
1162,Manager_1162
1163,Manager_1163
1164,User_1164
1165,Analyst_1165
1166,Admin_1166
1167,Supervisor_1167
1168,Operator_1168
1169,Analyst_1169
1170,Operator_1170
1171,Operator_1171
1172,Admin_1172
1173,Admin_1173
1174,Supervisor_1174
1175,User_1175
1176,Analyst_1176
1177,Supervisor_1177
1178,Manager_1178
1179,Manager_1179
1180,User_1180
1181,Manager_1181
1182,Admin_1182
1183,Admin_1183
1184,Operator_1184
1185,User_1185
1186,Analyst_1186
1187,Analyst_1187
1188,User_1188
1189,Manager_1189
1190,Admin_1190
1191,Manager_1191
1192,Analyst_1192
1193,User_1193
1194,Manager_1194
1195,Supervisor_1195
1196,Manager_1196
1197,Analyst_1197
1198,Admin_1198
1199,Analyst_1199
1200,Operator_1200
1201,Admin_1201
1202,Admin_1202
1203,Admin_1203
1204,Admin_1204
1205,Supervisor_1205
1206,User_1206
1207,Analyst_1207
1208,Admin_1208
1209,User_1209
1210,User_1210
1211,Manager_1211
1212,Manager_1212
1213,Supervisor_1213
1214,Supervisor_1214
1215,User_1215
1216,Admin_1216
1217,Supervisor_1217
1218,Manager_1218
1219,Admin_1219
1220,Supervisor_1220
1221,Supervisor_1221
1222,Operator_1222
1223,Manager_1223
1224,User_1224
1225,User_1225
1226,Admin_1226
1227,Manager_1227
1228,Admin_1228
1229,Supervisor_1229
1230,Manager_1230
1231,Supervisor_1231
1232,Operator_1232
1233,Supervisor_1233
1234,Admin_1234
1235,Operator_1235
1236,Analyst_1236
1237,Admin_1237
1238,Supervisor_1238
1239,User_1239
1240,Supervisor_1240
1241,Manager_1241
1242,Admin_1242
1243,User_1243
1244,Manager_1244
1245,Supervisor_1245
1246,Operator_1246
1247,Admin_1247
1248,Manager_1248
1249,Operator_1249
1250,User_1250
1251,Supervisor_1251
1252,Supervisor_1252
1253,Analyst_1253
1254,Operator_1254
1255,Analyst_1255
1256,Supervisor_1256
1257,Analyst_1257
1258,Operator_1258
1259,Operator_1259
1260,Admin_1260
1261,Supervisor_1261
1262,Operator_1262
1263,Manager_1263
1264,Operator_1264
1265,Analyst_1265
1266,Supervisor_1266
1267,Manager_1267
1268,Operator_1268
1269,Supervisor_1269
1270,Manager_1270
1271,Supervisor_1271
1272,Analyst_1272
1273,User_1273
1274,Operator_1274
1275,Admin_1275
1276,Supervisor_1276
1277,User_1277
1278,User_1278
1279,Operator_1279
1280,Operator_1280
1281,Analyst_1281
1282,Admin_1282
1283,Analyst_1283
1284,Admin_1284
1285,Operator_1285
1286,Analyst_1286
1287,Manager_1287
1288,User_1288
1289,Admin_1289
1290,Manager_1290
1291,Manager_1291
1292,Supervisor_1292
1293,Supervisor_1293
1294,Analyst_1294
1295,Manager_1295
1296,Admin_1296
1297,Supervisor_1297
1298,Supervisor_1298
1299,Admin_1299
1300,Manager_1300
1301,Supervisor_1301
1302,Admin_1302
1303,Operator_1303
1304,Manager_1304
1305,Analyst_1305
1306,User_1306
1307,Operator_1307
1308,Manager_1308
1309,Operator_1309
1310,Manager_1310
1311,Manager_1311
1312,Admin_1312
1313,Manager_1313
1314,Operator_1314
1315,Analyst_1315
1316,Operator_1316
1317,Admin_1317
1318,Analyst_1318
1319,Analyst_1319
1320,Analyst_1320
1321,Supervisor_1321
1322,Analyst_1322
1323,Admin_1323
1324,Operator_1324
1325,Admin_1325
1326,Analyst_1326
1327,Operator_1327
1328,Admin_1328
1329,Operator_1329
1330,Admin_1330
1331,User_1331
1332,Operator_1332
1333,Manager_1333
1334,Admin_1334
1335,Admin_1335
1336,Admin_1336
1337,Operator_1337
1338,Analyst_1338
1339,Manager_1339
1340,User_1340
1341,Operator_1341
1342,Admin_1342
1343,User_1343
1344,Manager_1344
1345,User_1345
1346,Supervisor_1346
1347,Supervisor_1347
1348,Operator_1348
1349,Manager_1349
1350,Analyst_1350
1351,Supervisor_1351
1352,User_1352
1353,Analyst_1353
1354,Supervisor_1354
1355,Manager_1355
1356,Analyst_1356
1357,User_1357
1358,Manager_1358
1359,Manager_1359
1360,Analyst_1360
1361,Analyst_1361
1362,User_1362
1363,Admin_1363
1364,Supervisor_1364
1365,Analyst_1365
1366,Supervisor_1366
1367,Operator_1367
1368,Admin_1368
1369,Supervisor_1369
1370,Analyst_1370
1371,Analyst_1371
1372,Operator_1372
1373,Manager_1373
1374,Supervisor_1374
1375,User_1375
1376,Manager_1376
1377,Admin_1377
1378,Analyst_1378
1379,Analyst_1379
1380,Operator_1380
1381,Operator_1381
1382,User_1382
1383,Admin_1383
1384,User_1384
1385,User_1385
1386,Operator_1386
1387,Analyst_1387
1388,Manager_1388
1389,Analyst_1389
1390,Operator_1390
1391,User_1391
1392,Admin_1392
1393,Manager_1393
1394,User_1394
1395,Admin_1395
1396,Admin_1396
1397,Admin_1397
1398,User_1398
1399,Analyst_1399
1400,Admin_1400
1401,Analyst_1401
1402,Supervisor_1402
1403,Supervisor_1403
1404,Admin_1404
1405,User_1405
1406,User_1406
1407,Analyst_1407
1408,Admin_1408
1409,Manager_1409
1410,Admin_1410
1411,User_1411
1412,Operator_1412
1413,Supervisor_1413
1414,Operator_1414
1415,Analyst_1415
1416,Manager_1416
1417,User_1417
1418,Operator_1418
1419,User_1419
1420,Admin_1420
1421,Supervisor_1421
1422,Analyst_1422
1423,Supervisor_1423
1424,Supervisor_1424
1425,Admin_1425
1426,Manager_1426
1427,Supervisor_1427
1428,Operator_1428
1429,Operator_1429
1430,Supervisor_1430
1431,Analyst_1431
1432,User_1432
1433,Operator_1433
1434,Supervisor_1434
1435,User_1435
1436,Supervisor_1436
1437,Operator_1437
1438,Operator_1438
1439,Admin_1439
1440,Manager_1440
1441,Manager_1441
1442,Supervisor_1442
1443,User_1443
1444,Manager_1444
1445,Manager_1445
1446,Supervisor_1446
1447,Manager_1447
1448,Manager_1448
1449,User_1449
1450,Manager_1450
1451,Analyst_1451
1452,Operator_1452
1453,Operator_1453
1454,User_1454
1455,Manager_1455
1456,Operator_1456
1457,Operator_1457
1458,User_1458
1459,Admin_1459
1460,Manager_1460
1461,Admin_1461
1462,Analyst_1462
1463,Admin_1463
1464,Supervisor_1464
1465,Supervisor_1465
1466,Operator_1466
1467,Admin_1467
1468,Admin_1468
1469,User_1469
1470,Manager_1470
1471,User_1471
1472,Manager_1472
1473,Manager_1473
1474,Analyst_1474
1475,Analyst_1475
1476,Manager_1476
1477,Manager_1477
1478,Admin_1478
1479,Operator_1479
1480,Supervisor_1480
1481,Analyst_1481
1482,Supervisor_1482
1483,Manager_1483
1484,Supervisor_1484
1485,Operator_1485
1486,Analyst_1486
1487,Manager_1487
1488,Supervisor_1488
1489,User_1489
1490,Manager_1490
1491,User_1491
1492,Admin_1492
1493,Operator_1493
1494,Manager_1494
1495,User_1495
1496,Analyst_1496
1497,Supervisor_1497
1498,Supervisor_1498
1499,Analyst_1499
1500,Manager_1500
1501,Operator_1501
1502,User_1502
1503,Manager_1503
1504,Manager_1504
1505,Manager_1505
1506,User_1506
1507,Manager_1507
1508,Supervisor_1508
1509,User_1509
1510,Operator_1510
1511,Supervisor_1511
1512,Analyst_1512
1513,User_1513
1514,Analyst_1514
1515,Manager_1515
1516,Admin_1516
1517,Admin_1517
1518,Operator_1518
1519,Operator_1519
1520,Supervisor_1520
1521,User_1521
1522,Analyst_1522
1523,Admin_1523
1524,Manager_1524
1525,Operator_1525
1526,User_1526
1527,Operator_1527
1528,Admin_1528
1529,Manager_1529
1530,Analyst_1530
1531,User_1531
1532,Analyst_1532
1533,Admin_1533
1534,Operator_1534
1535,Operator_1535
1536,Supervisor_1536
1537,Admin_1537
1538,User_1538
1539,Admin_1539
1540,Analyst_1540
1541,Manager_1541
1542,Manager_1542
1543,Operator_1543
1544,Manager_1544
1545,Operator_1545
1546,Supervisor_1546
1547,Operator_1547
1548,Admin_1548
1549,Supervisor_1549
1550,Analyst_1550
1551,Admin_1551
1552,Analyst_1552
1553,Analyst_1553
1554,Supervisor_1554
1555,Manager_1555
1556,User_1556
1557,Supervisor_1557
1558,Operator_1558
1559,Manager_1559
1560,User_1560
1561,Analyst_1561
1562,Operator_1562
1563,Admin_1563
1564,User_1564
1565,Admin_1565
1566,Supervisor_1566
1567,User_1567
